feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
char_svd_10,char_svd,10,0.146741405746738,0.008670992964399167,нтет | нтети | интет | синтет | тети | интети | синтети | синт | тет | синте | инте | нте | тетик | нтетик | интетик,0.092409 | 0.092312 | 0.092284 | 0.092284 | 0.092222 | 0.092186 | 0.092186 | 0.092155 | 0.092055 | 0.092029 | 0.090536 | 0.090534 | 0.090523 | 0.090490 | 0.090363,отл | отли | отлич | тлич |  отл |  отли | тли |  отлич | лич | тличн | отличн | личн |  отличн | ичн | приш,-0.090571 | -0.090552 | -0.090437 | -0.090437 | -0.090170 | -0.090156 | -0.089992 | -0.089991 | -0.089211 | -0.087365 | -0.087365 | -0.087179 | -0.086910 | -0.086058 | -0.069488,positive side: нтет | нтети | интет | синтет | тети | интети | синтети | синт | тет | синте | инте | нте | тетик | нтетик | интетик; negative side: отл | отли | отлич | тлич |  отл |  отли | тли |  отлич | лич | тличн | отличн | личн |  отличн | ичн | приш
char_svd_11,char_svd,11,0.1598579296652667,0.008401223363291488,товар | овар | това |  тов |  това |  товар | вар | товар  | овар  | вар  | ар  |  товар  | тов | ова |  то,0.125208 | 0.124967 | 0.124454 | 0.124374 | 0.124357 | 0.124298 | 0.123100 | 0.121939 | 0.121921 | 0.121876 | 0.121564 | 0.121004 | 0.119978 | 0.110044 | 0.085919,ернули | рнули | вернули | нули | ули | ьги | ньг | еньг | деньг | ньги | еньги | деньги | ернул | вернул | рнул,-0.055937 | -0.055924 | -0.055913 | -0.055622 | -0.055144 | -0.052564 | -0.052508 | -0.052495 | -0.052489 | -0.052483 | -0.052480 | -0.052474 | -0.051950 | -0.051938 | -0.051928,positive side: товар | овар | това |  тов |  това |  товар | вар | товар  | овар  | вар  | ар  |  товар  | тов | ова |  то; negative side: ернули | рнули | вернули | нули | ули | ьги | ньг | еньг | деньг | ньги | еньги | деньги | ернул | вернул | рнул
char_svd_12,char_svd,12,0.5318887014346816,0.008145953448968285,хор | хоро | орош | хорош | оро |  хор |  хоро |  хорош | рош |  хо | асиб | асибо | пасибо | пасиб | сибо,0.124309 | 0.124264 | 0.124263 | 0.124255 | 0.123946 | 0.123827 | 0.123781 | 0.123772 | 0.120860 | 0.112013 | 0.075364 | 0.075351 | 0.075340 | 0.075338 | 0.075312,чень | очень | очен | чен |  очен |  очень |  оче |  оч | чень  | очень  | ень  |  очень  | оче | ень | нь ,-0.100319 | -0.100293 | -0.099854 | -0.099630 | -0.098711 | -0.098664 | -0.098620 | -0.098236 | -0.097396 | -0.097369 | -0.096554 | -0.095654 | -0.093617 | -0.089853 | -0.089107,positive side: хор | хоро | орош | хорош | оро |  хор |  хоро |  хорош | рош |  хо | асиб | асибо | пасибо | пасиб | сибо; negative side: чень | очень | очен | чен |  очен |  очень |  оче |  оч | чень  | очень  | ень  |  очень  | оче | ень | нь 
char_svd_13,char_svd,13,0.2727540595198335,0.007871917388256442,нрави | онр | онрав | онра | нрав | понр | нра | понра | понрав | онрави | понрави | онравил | нравил |  понр |  понрав,0.118754 | 0.118454 | 0.118421 | 0.118421 | 0.118401 | 0.118394 | 0.118389 | 0.118361 | 0.118361 | 0.118288 | 0.118229 | 0.118106 | 0.118042 | 0.117631 | 0.117598,корот | оротк | коротк | ротк |  корот |  коротк |  коро | коро | орот |  кор | рот | кор | отк | ень |  ко,-0.066623 | -0.066576 | -0.066558 | -0.066529 | -0.066342 | -0.066129 | -0.065134 | -0.064800 | -0.064065 | -0.063990 | -0.063249 | -0.061529 | -0.060148 | -0.057633 | -0.048093,positive side: нрави | онр | онрав | онра | нрав | понр | нра | понра | понрав | онрави | понрави | онравил | нравил |  понр |  понрав; negative side: корот | оротк | коротк | ротк |  корот |  коротк |  коро | коро | орот |  кор | рот | кор | отк | ень |  ко
char_svd_14,char_svd,14,0.5538413410288253,0.0075371196838392605,менд | екоме | рекоме | реком | коме | екомен | рекомен | комен | оменд | менду | енду | коменд | екоменд | нду | енд,0.109430 | 0.109203 | 0.109199 | 0.109181 | 0.109146 | 0.109083 | 0.109079 | 0.109077 | 0.109063 | 0.109017 | 0.109017 | 0.108994 | 0.108987 | 0.108960 | 0.108946,товар | овар |  това |  тов |  товар | това | вар | тов | товар  | вар  | овар  | ар  |  товар  | ова | сибо,-0.077872 | -0.077802 | -0.077570 | -0.077536 | -0.077525 | -0.077474 | -0.076956 | -0.074672 | -0.072541 | -0.072536 | -0.072514 | -0.072230 | -0.072175 | -0.070210 | -0.059828,positive side: менд | екоме | рекоме | реком | коме | екомен | рекомен | комен | оменд | менду | енду | коменд | екоменд | нду | енд; negative side: товар | овар |  това |  тов |  товар | това | вар | тов | товар  | вар  | овар  | ар  |  товар  | ова | сибо
char_svd_15,char_svd,15,0.7876503923855571,0.007522178283334787,олуч | получ | полу |  получ |  полу | олу | олучи | лучи | получи | олучил | лучил | получил | учил |  получи | учи,0.139494 | 0.139442 | 0.139114 | 0.138004 | 0.137682 | 0.137491 | 0.133539 | 0.133487 | 0.133473 | 0.133364 | 0.133324 | 0.133297 | 0.133138 | 0.131868 | 0.131835,ишл | пришл | ришл |  пришл |  пр | приш | риш |  приш | плать | лать |  плать |  плат |  пл |  пла | плат,-0.073562 | -0.073541 | -0.073539 | -0.072761 | -0.067509 | -0.063423 | -0.063407 | -0.062781 | -0.057550 | -0.057051 | -0.056955 | -0.056814 | -0.056788 | -0.056588 | -0.056409,positive side: олуч | получ | полу |  получ |  полу | олу | олучи | лучи | получи | олучил | лучил | получил | учил |  получи | учи; negative side: ишл | пришл | ришл |  пришл |  пр | приш | риш |  приш | плать | лать |  плать |  плат |  пл |  пла | плат
char_svd_16,char_svd,16,0.266220342994694,0.007318030859901019,корот | ротк | оротк | коротк |  корот |  коротк |  коро | коро | орот |  кор | рот | онр | онрав | онра | понр,0.107491 | 0.107446 | 0.107378 | 0.107357 | 0.106714 | 0.106468 | 0.105137 | 0.104635 | 0.103826 | 0.103569 | 0.102480 | 0.100613 | 0.100609 | 0.100609 | 0.100557,олуч | получ | полу |  получ |  полу | олу | луч | олучи | получи | лучи |  получи | учи | олучил | получил | лучил,-0.057691 | -0.057681 | -0.057629 | -0.057196 | -0.057121 | -0.056418 | -0.055485 | -0.054859 | -0.054845 | -0.054836 | -0.054355 | -0.054279 | -0.054084 | -0.054069 | -0.054053,positive side: корот | ротк | оротк | коротк |  корот |  коротк |  коро | коро | орот |  кор | рот | онр | онрав | онра | понр; negative side: олуч | получ | полу |  получ |  полу | олу | луч | олучи | получи | лучи |  получи | учи | олучил | получил | лучил
char_svd_17,char_svd,17,0.1300075311168527,0.0071259576405750084,хорош | орош | хоро | хор |  хорош |  хоро |  хор | рош |  хо |  от | оро | ишл | пришл | ришл | тличн,0.105359 | 0.105315 | 0.105303 | 0.105225 | 0.104920 | 0.104875 | 0.104796 | 0.102490 | 0.092765 | 0.091099 | 0.077986 | 0.068792 | 0.068742 | 0.068742 | 0.068060,аси | спас | спаси | паси | спасибо | спасиб | пасибо | пасиб | асибо | асиб | сибо | пас | ибо | спа | сиб,-0.056015 | -0.055548 | -0.055465 | -0.055452 | -0.055439 | -0.055438 | -0.055427 | -0.055426 | -0.055401 | -0.055371 | -0.055290 | -0.055240 | -0.055148 | -0.054992 | -0.054621,positive side: хорош | орош | хоро | хор |  хорош |  хоро |  хор | рош |  хо |  от | оро | ишл | пришл | ришл | тличн; negative side: аси | спас | спаси | паси | спасибо | спасиб | пасибо | пасиб | асибо | асиб | сибо | пас | ибо | спа | сиб
char_svd_18,char_svd,18,0.068195460212847,0.006753521208411568,матер | матери | риал | ериа | териа | ериал | териал | атериа | материа | атериал | мате | атери | атер | тери | риа,0.106793 | 0.106584 | 0.106403 | 0.106400 | 0.106399 | 0.106395 | 0.106394 | 0.106260 | 0.106260 | 0.106254 | 0.106226 | 0.106078 | 0.106023 | 0.106019 | 0.105433,ишл | пришл | ришл |  пришл | приш | риш |  приш | шло | ишло | пришло | ришло |  пришло | отсл | тсл | лежив,-0.079882 | -0.079854 | -0.079848 | -0.078470 | -0.060150 | -0.060085 | -0.059044 | -0.058363 | -0.052552 | -0.052506 | -0.052505 | -0.051784 | -0.051071 | -0.051065 | -0.050654,positive side: матер | матери | риал | ериа | териа | ериал | териал | атериа | материа | атериал | мате | атери | атер | тери | риа; negative side: ишл | пришл | ришл |  пришл | приш | риш |  приш | шло | ишло | пришло | ришло |  пришло | отсл | тсл | лежив
char_svd_19,char_svd,19,0.0708787955847658,0.006627109202596969,плать |  плать |  плат | плат |  пла | латье | атье | платье | тье | лать |  платье | пла | лат | атье  | латье ,0.140344 | 0.138694 | 0.138420 | 0.137558 | 0.136559 | 0.135584 | 0.135579 | 0.135549 | 0.135003 | 0.134168 | 0.133890 | 0.129912 | 0.129156 | 0.116215 | 0.116187,атер | атери | матер | тери | матери | териа | ериа | териал | ериал | риал | атериа | материа | атериал | мате | иал,-0.061742 | -0.061678 | -0.061669 | -0.061545 | -0.061535 | -0.061403 | -0.061397 | -0.061390 | -0.061383 | -0.061355 | -0.061344 | -0.061344 | -0.061331 | -0.060706 | -0.060256,positive side: плать |  плать |  плат | плат |  пла | латье | атье | платье | тье | лать |  платье | пла | лат | атье  | латье ; negative side: атер | атери | матер | тери | матери | териа | ериа | териал | ериал | риал | атериа | материа | атериал | мате | иал
char_svd_20,char_svd,20,0.0724375289339213,0.006449480801968674," th | the |  the | he  | the  |  the  | !!! | !!  | l.  | !!!  | l,  | ... | !!!! |  -  | .. ",0.531230 | 0.404468 | 0.385120 | 0.368954 | 0.362492 | 0.359775 | 0.021100 | 0.019063 | 0.018843 | 0.015834 | 0.011633 | 0.010950 | 0.010638 | 0.009416 | 0.009198,плать |  плать |  плат |  пла | плат | латье | лать | атье | платье | тье |  платье | лат | пла | латье  | атье ,-0.010940 | -0.010802 | -0.010794 | -0.010634 | -0.010621 | -0.010604 | -0.010604 | -0.010603 | -0.010601 | -0.010563 | -0.010462 | -0.010191 | -0.009867 | -0.009119 | -0.009118,"positive side:  th | the |  the | he  | the  |  the  | !!! | !!  | l.  | !!!  | l,  | ... | !!!! |  -  | .. ; negative side: плать |  плать |  плат |  пла | плат | латье | лать | атье | платье | тье |  платье | лат | пла | латье  | атье "
char_svd_21,char_svd,21,0.4075825203559596,0.006420190186702789,матер | матери | атер | атери | тери | териа | териал | ериа | ериал | риал | материа | атериа | атериал | мате | риа,0.116811 | 0.116493 | 0.116483 | 0.116412 | 0.116230 | 0.116218 | 0.116217 | 0.116207 | 0.116205 | 0.116168 | 0.116117 | 0.116117 | 0.116116 | 0.115142 | 0.114631,ткан | кан | кань | ткань |  тка |  ткан |  тк | ань |  ткань | тка | кань  | ткань  | ань  |  ткань  | ая ,-0.078351 | -0.077858 | -0.076736 | -0.076730 | -0.076557 | -0.076503 | -0.076280 | -0.076127 | -0.074832 | -0.074612 | -0.069504 | -0.069498 | -0.069403 | -0.067456 | -0.058446,positive side: матер | матери | атер | атери | тери | териа | териал | ериа | ериал | риал | материа | атериа | атериал | мате | риа; negative side: ткан | кан | кань | ткань |  тка |  ткан |  тк | ань |  ткань | тка | кань  | ткань  | ань  |  ткань  | ая 
char_svd_22,char_svd,22,0.0699222678448211,0.006250225820708225,ива | отсл | тсл | лежив | лежи | жива | слеж | ежив | лежива | тсле | отсле | тслеж | отслеж | слежи | слежив,0.108432 | 0.086514 | 0.086512 | 0.086127 | 0.086038 | 0.086017 | 0.085945 | 0.085872 | 0.085852 | 0.085834 | 0.085834 | 0.085801 | 0.085801 | 0.085792 | 0.085787,ишл | пришл | ришл |  пришл | приш | риш |  приш | при | быстро | ыстро | ишла | ришла | пришла |  быстро | стро,-0.089682 | -0.089642 | -0.089620 | -0.087651 | -0.070393 | -0.070323 | -0.068531 | -0.062864 | -0.062436 | -0.062436 | -0.062158 | -0.062132 | -0.062132 | -0.062104 | -0.062068,positive side: ива | отсл | тсл | лежив | лежи | жива | слеж | ежив | лежива | тсле | отсле | тслеж | отслеж | слежи | слежив; negative side: ишл | пришл | ришл |  пришл | приш | риш |  приш | при | быстро | ыстро | ишла | ришла | пришла |  быстро | стро
char_svd_23,char_svd,23,0.0721057531180637,0.006159454440585336,"ишел | пришел | ришел | прише | рише |  пришел |  прише | ише | шел | шел  | ишел  | ришел  | пришел  | ел  | шел,",0.201657 | 0.201285 | 0.201284 | 0.201212 | 0.201211 | 0.200386 | 0.200312 | 0.199846 | 0.197667 | 0.128440 | 0.127753 | 0.127326 | 0.127326 | 0.122749 | 0.068430,"ришё | ришёл | ишёл | ишё | пришё | пришёл |  пришё |  пришёл | шёл | ришёл  | пришёл  | ишёл  | шёл  | ёл  | ришёл,",-0.173535 | -0.173535 | -0.173519 | -0.173519 | -0.173491 | -0.173491 | -0.172789 | -0.172789 | -0.167563 | -0.115200 | -0.115200 | -0.115183 | -0.112782 | -0.112749 | -0.060916,"positive side: ишел | пришел | ришел | прише | рише |  пришел |  прише | ише | шел | шел  | ишел  | ришел  | пришел  | ел  | шел,; negative side: ришё | ришёл | ишёл | ишё | пришё | пришёл |  пришё |  пришёл | шёл | ришёл  | пришёл  | ишёл  | шёл  | ёл  | ришёл,"
char_svd_24,char_svd,24,0.026313851494207,0.006034084342514892,торча | орча | рча | торч | нитк | итк | нитки | итки |  торча |  торч |  тор | тки | орч | торчат | орчат,0.086210 | 0.086125 | 0.086032 | 0.085874 | 0.085730 | 0.085611 | 0.085157 | 0.085129 | 0.084353 | 0.084073 | 0.083670 | 0.083645 | 0.083260 | 0.082183 | 0.082177,карт | ртин | карти | артин |  карт | картин |  карти |  картин | ртинк | тинк | артинк | тин | картинк | мал | арти,-0.067866 | -0.067845 | -0.067821 | -0.067798 | -0.067783 | -0.067777 | -0.067735 | -0.067691 | -0.067552 | -0.067540 | -0.067506 | -0.067493 | -0.067484 | -0.067441 | -0.067351,positive side: торча | орча | рча | торч | нитк | итк | нитки | итки |  торча |  торч |  тор | тки | орч | торчат | орчат; negative side: карт | ртин | карти | артин |  карт | картин |  карти |  картин | ртинк | тинк | артинк | тин | картинк | мал | арти
char_svd_25,char_svd,25,0.644918277874177,0.005958557787896741,довол | овол | дово | воль | вольн | оволь | доволь | овольн | довольн | ольн | вол | дов | ольна | вольна | овольна,0.137578 | 0.137506 | 0.137101 | 0.136863 | 0.136653 | 0.136557 | 0.136486 | 0.136343 | 0.136273 | 0.135709 | 0.133394 | 0.130228 | 0.129720 | 0.129519 | 0.129191, мал | ньк | еньк | ален | мале | мален | леньк | алень | малень | аленьк | маленьк | лень |  мале |  мален |  малень,-0.086496 | -0.083384 | -0.083344 | -0.082562 | -0.082490 | -0.082489 | -0.082377 | -0.082268 | -0.082264 | -0.082264 | -0.082263 | -0.082251 | -0.081753 | -0.081696 | -0.081459,positive side: довол | овол | дово | воль | вольн | оволь | доволь | овольн | довольн | ольн | вол | дов | ольна | вольна | овольна; negative side:  мал | ньк | еньк | ален | мале | мален | леньк | алень | малень | аленьк | маленьк | лень |  мале |  мален |  малень
char_svd_26,char_svd,26,0.07957504914723,0.005813182495539988,торч | итк | нитк | торча | орча | рча | итки | нитки |  торч | орч |  торча |  тор |  нит | нит |  нитк,0.120431 | 0.120388 | 0.120347 | 0.120185 | 0.120076 | 0.119932 | 0.119683 | 0.119581 | 0.117893 | 0.117707 | 0.117585 | 0.117517 | 0.116684 | 0.116095 | 0.115056,ткан | ткань | кань | ань | кан |  тка |  ткан |  ткань |  тк |  ка | вечи | вечив | ечив | ечива | свечи,-0.054910 | -0.054797 | -0.054781 | -0.054452 | -0.054098 | -0.053301 | -0.053292 | -0.053157 | -0.053046 | -0.051432 | -0.050356 | -0.050302 | -0.050288 | -0.050282 | -0.050270,positive side: торч | итк | нитк | торча | орча | рча | итки | нитки |  торч | орч |  торча |  тор |  нит | нит |  нитк; negative side: ткан | ткань | кань | ань | кан |  тка |  ткан |  ткань |  тк |  ка | вечи | вечив | ечив | ечива | свечи
char_svd_27,char_svd,27,0.0770340163207751,0.005631501640561863,мал |  мал | ньк | еньк | леньк | льн | лень | мален | мале | аленьк | алень | маленьк | малень |  мален |  мале,0.119720 | 0.112555 | 0.088849 | 0.088782 | 0.088752 | 0.088600 | 0.088563 | 0.088510 | 0.088440 | 0.088430 | 0.088423 | 0.088406 | 0.088402 | 0.087762 | 0.087698,месяц | есяц | меся | сяц | еся |  меся |  месяц |  мес | бол | мес | ольш | больш | льш | боль |  бол,-0.066900 | -0.066887 | -0.066875 | -0.066850 | -0.066479 | -0.066194 | -0.066175 | -0.063624 | -0.062997 | -0.062942 | -0.061190 | -0.061060 | -0.060938 | -0.060894 | -0.060416,positive side: мал |  мал | ньк | еньк | леньк | льн | лень | мален | мале | аленьк | алень | маленьк | малень |  мален |  мале; negative side: месяц | есяц | меся | сяц | еся |  меся |  месяц |  мес | бол | мес | ольш | больш | льш | боль |  бол
char_svd_28,char_svd,28,0.2722035302243193,0.005553514012534864,карти | ртин |  карти | артин | картин |  картин | карт |  карт | ртинк | артинк | картинк | арти | тинк | тин | арт,0.097398 | 0.097364 | 0.097352 | 0.097310 | 0.097287 | 0.097242 | 0.097059 | 0.097016 | 0.096986 | 0.096932 | 0.096910 | 0.096789 | 0.096788 | 0.096034 | 0.095052,бол | ольш | льш | боль | больш |  боль |  больш |  бол |  бо | оль | меся | месяц | сяц | есяц | еся,-0.072020 | -0.069236 | -0.069168 | -0.069024 | -0.068995 | -0.066947 | -0.066924 | -0.066162 | -0.064329 | -0.063648 | -0.062971 | -0.062954 | -0.062951 | -0.062941 | -0.062774,positive side: карти | ртин |  карти | артин | картин |  картин | карт |  карт | ртинк | артинк | картинк | арти | тинк | тин | арт; negative side: бол | ольш | льш | боль | больш |  боль |  больш |  бол |  бо | оль | меся | месяц | сяц | есяц | еся
