feature,family,component_index,model_importance,explained_variance_ratio,top_positive_terms,top_positive_weights,top_negative_terms,top_negative_weights,description
word_svd_30,word_svd,30,0.9059627975499268,0.001988610854128261,быстро | отличное | что | платье | то | ужасное | качество | но | плохое | отлично | качество отличное | очень быстро | качество ужасное | получила | то что,0.287832 | 0.168923 | 0.165630 | 0.160311 | 0.155162 | 0.127189 | 0.126546 | 0.110562 | 0.107489 | 0.097359 | 0.094709 | 0.089324 | 0.081477 | 0.078057 | 0.075077,хорошее | за | хорошо | не | не очень | качество хорошее | до | месяца | все | качество не очень | недели | качество не | цену | не пришло | за такую,-0.241390 | -0.233606 | -0.225759 | -0.201593 | -0.182231 | -0.177829 | -0.098963 | -0.096725 | -0.093187 | -0.090818 | -0.087585 | -0.085635 | -0.081463 | -0.078728 | -0.077262,positive side: быстро | отличное | что | платье | то | ужасное | качество | но | плохое | отлично | качество отличное | очень быстро | качество ужасное | получила | то что; negative side: хорошее | за | хорошо | не | не очень | качество хорошее | до | месяца | все | качество не очень | недели | качество не | цену | не пришло | за такую
char_svd_2,char_svd,2,0.8763864417449168,0.01862719291874995,оотв | соотв | оотве | соотве | соот | оот | оответ | соответ | оответс | ответс | тветс | ветс |  соотв |  соотве |  соот,0.125449 | 0.125399 | 0.125350 | 0.125300 | 0.125199 | 0.125148 | 0.125088 | 0.125038 | 0.124972 | 0.124836 | 0.124835 | 0.124573 | 0.123161 | 0.123092 | 0.122965, до | оче | очен | чень | очень |  оч |  оче |  очен |  очень | дос | дост | чен | ень  | доста | оста,-0.033701 | -0.027853 | -0.027795 | -0.027772 | -0.027757 | -0.027420 | -0.027247 | -0.027202 | -0.027170 | -0.027044 | -0.027042 | -0.027041 | -0.026986 | -0.026937 | -0.026778,positive side: оотв | соотв | оотве | соотве | соот | оот | оответ | соответ | оответс | ответс | тветс | ветс |  соотв |  соотве |  соот; negative side:  до | оче | очен | чень | очень |  оч |  оче |  очен |  очень | дос | дост | чен | ень  | доста | оста
char_svd_35,char_svd,35,0.8223450414435234,0.004620317486026065,жас | ужас | ужа |  ужа |  ужас |  уж | жасн | ужасн |  ужасн | асн | жасно | ужасно | асно |  ужасно | сно,0.176103 | 0.176063 | 0.175798 | 0.174453 | 0.174276 | 0.156436 | 0.155404 | 0.155350 | 0.153600 | 0.152766 | 0.115276 | 0.115254 | 0.114416 | 0.113815 | 0.109149,спор |  спор |  спо | спо | кры | пор | ткр | откр | ткры | откры |  откр |  отк |  откры |  сп | рыл,-0.091736 | -0.090515 | -0.090263 | -0.089986 | -0.089550 | -0.086488 | -0.082357 | -0.082288 | -0.082151 | -0.082097 | -0.076392 | -0.076309 | -0.076178 | -0.072980 | -0.071475,positive side: жас | ужас | ужа |  ужа |  ужас |  уж | жасн | ужасн |  ужасн | асн | жасно | ужасно | асно |  ужасно | сно; negative side: спор |  спор |  спо | спо | кры | пор | ткр | откр | ткры | откры |  откр |  отк |  откры |  сп | рыл
char_svd_33,char_svd,33,0.7894956087226539,0.004907541778142173,норм |  норм |  нор | нор | альн | орм | мал | аль | норма |  норма | рмал | нормал | ормал | рмальн | рмаль,0.120883 | 0.120469 | 0.120358 | 0.116916 | 0.113976 | 0.113219 | 0.107949 | 0.105209 | 0.105163 | 0.104701 | 0.104275 | 0.104245 | 0.104213 | 0.103851 | 0.103842,суп | упе | супе |  суп |  супе | упер | супер |  супер |  су | пер | кры | спор | спо |  спор |  спо,-0.083617 | -0.083440 | -0.083290 | -0.083193 | -0.082887 | -0.082834 | -0.082637 | -0.082208 | -0.080354 | -0.071264 | -0.069197 | -0.068822 | -0.067705 | -0.067646 | -0.067213,positive side: норм |  норм |  нор | нор | альн | орм | мал | аль | норма |  норма | рмал | нормал | ормал | рмальн | рмаль; negative side: суп | упе | супе |  суп |  супе | упер | супер |  супер |  су | пер | кры | спор | спо |  спор |  спо
char_svd_15,char_svd,15,0.7876503923855571,0.007522178283334787,олуч | получ | полу |  получ |  полу | олу | олучи | лучи | получи | олучил | лучил | получил | учил |  получи | учи,0.139494 | 0.139442 | 0.139114 | 0.138004 | 0.137682 | 0.137491 | 0.133539 | 0.133487 | 0.133473 | 0.133364 | 0.133324 | 0.133297 | 0.133138 | 0.131868 | 0.131835,ишл | пришл | ришл |  пришл |  пр | приш | риш |  приш | плать | лать |  плать |  плат |  пл |  пла | плат,-0.073562 | -0.073541 | -0.073539 | -0.072761 | -0.067509 | -0.063423 | -0.063407 | -0.062781 | -0.057550 | -0.057051 | -0.056955 | -0.056814 | -0.056788 | -0.056588 | -0.056409,positive side: олуч | получ | полу |  получ |  полу | олу | олучи | лучи | получи | олучил | лучил | получил | учил |  получи | учи; negative side: ишл | пришл | ришл |  пришл |  пр | приш | риш |  приш | плать | лать |  плать |  плат |  пл |  пла | плат
word_svd_35,word_svd,35,0.7851419391245147,0.001891728874973532,платье | пришла | все | не пришла | рукава | за | короткие | понравилось | посылка | спор | размер не | денег | открыла | открыла спор | the,0.413670 | 0.283514 | 0.202466 | 0.135408 | 0.123188 | 0.121263 | 0.119718 | 0.103618 | 0.103041 | 0.088716 | 0.086076 | 0.082129 | 0.071034 | 0.068804 | 0.067968,рекомендую | цвет | раз | пришли | не пришло | хорошие | продавца | но | довольна | буду | приятная | пришло | ничего | телу | деньги вернули,-0.197659 | -0.179158 | -0.140187 | -0.130380 | -0.123581 | -0.122809 | -0.116030 | -0.100112 | -0.096428 | -0.087434 | -0.083557 | -0.083512 | -0.080372 | -0.080110 | -0.078298,positive side: платье | пришла | все | не пришла | рукава | за | короткие | понравилось | посылка | спор | размер не | денег | открыла | открыла спор | the; negative side: рекомендую | цвет | раз | пришли | не пришло | хорошие | продавца | но | довольна | буду | приятная | пришло | ничего | телу | деньги вернули
word_svd_78,word_svd,78,0.7452012118641012,0.001236379602907186,маломерит | сильно | очень сильно | кофта | плохо | просто | месяца | размера | продавцу | сильно маломерит | пришел деньги | не пришел деньги | спасибо продавцу | швы | ткань,0.357832 | 0.350525 | 0.129966 | 0.123478 | 0.119565 | 0.117429 | 0.111957 | 0.104477 | 0.102166 | 0.101483 | 0.100376 | 0.100070 | 0.093425 | 0.092602 | 0.091181,мало | для | только | самом | на самом | деле | самом деле | на самом деле | было | качества | тонкая | бы | телу | пришли | хорошего,-0.230226 | -0.228169 | -0.144029 | -0.107446 | -0.107244 | -0.106294 | -0.104682 | -0.104096 | -0.102293 | -0.099850 | -0.088631 | -0.088382 | -0.086584 | -0.086263 | -0.078567,positive side: маломерит | сильно | очень сильно | кофта | плохо | просто | месяца | размера | продавцу | сильно маломерит | пришел деньги | не пришел деньги | спасибо продавцу | швы | ткань; negative side: мало | для | только | самом | на самом | деле | самом деле | на самом деле | было | качества | тонкая | бы | телу | пришли | хорошего
word_svd_25,word_svd,25,0.676079831886631,0.0022330449918994623,спор | открыла | открыла спор | синтетика | ткань | долго | тонкая | на | картинке | на картинке | спор деньги | месяца | очень долго | все | открыла спор деньги,0.306771 | 0.225473 | 0.220082 | 0.171245 | 0.162581 | 0.137783 | 0.134700 | 0.108177 | 0.105382 | 0.101969 | 0.097436 | 0.094254 | 0.092535 | 0.092256 | 0.087958,но | не | пришла | за | не очень | фото | вернул | вернул деньги | на фото | продавец вернул | продавец вернул деньги | отлично | качество не | быстро | не пришла,-0.206753 | -0.189219 | -0.170389 | -0.164878 | -0.133824 | -0.109846 | -0.106418 | -0.104189 | -0.095565 | -0.091288 | -0.089499 | -0.083553 | -0.078432 | -0.075060 | -0.073514,positive side: спор | открыла | открыла спор | синтетика | ткань | долго | тонкая | на | картинке | на картинке | спор деньги | месяца | очень долго | все | открыла спор деньги; negative side: но | не | пришла | за | не очень | фото | вернул | вернул деньги | на фото | продавец вернул | продавец вернул деньги | отлично | качество не | быстро | не пришла
word_svd_36,word_svd,36,0.6565105696096438,0.0018377730949947066,цвет | но | долго | хорошо | очень долго | месяца | цвет не | платье | хорошая | отличное | качество | плохое | немного | шла | не тот,0.332945 | 0.315051 | 0.280717 | 0.183359 | 0.172302 | 0.135075 | 0.132221 | 0.126257 | 0.124305 | 0.105936 | 0.087581 | 0.080603 | 0.077780 | 0.072488 | 0.068550,рекомендую | хорошее | короткие | то | что | все | продавца | как | качество хорошее | быстро | рукава | раз | не рекомендую | очень | описанию,-0.192249 | -0.146139 | -0.125480 | -0.124370 | -0.123031 | -0.122536 | -0.111893 | -0.101852 | -0.100275 | -0.095694 | -0.089647 | -0.087768 | -0.080978 | -0.080253 | -0.074779,positive side: цвет | но | долго | хорошо | очень долго | месяца | цвет не | платье | хорошая | отличное | качество | плохое | немного | шла | не тот; negative side: рекомендую | хорошее | короткие | то | что | все | продавца | как | качество хорошее | быстро | рукава | раз | не рекомендую | очень | описанию
char_svd_25,char_svd,25,0.644918277874177,0.005958557787896741,довол | овол | дово | воль | вольн | оволь | доволь | овольн | довольн | ольн | вол | дов | ольна | вольна | овольна,0.137578 | 0.137506 | 0.137101 | 0.136863 | 0.136653 | 0.136557 | 0.136486 | 0.136343 | 0.136273 | 0.135709 | 0.133394 | 0.130228 | 0.129720 | 0.129519 | 0.129191, мал | ньк | еньк | ален | мале | мален | леньк | алень | малень | аленьк | маленьк | лень |  мале |  мален |  малень,-0.086496 | -0.083384 | -0.083344 | -0.082562 | -0.082490 | -0.082489 | -0.082377 | -0.082268 | -0.082264 | -0.082264 | -0.082263 | -0.082251 | -0.081753 | -0.081696 | -0.081459,positive side: довол | овол | дово | воль | вольн | оволь | доволь | овольн | довольн | ольн | вол | дов | ольна | вольна | овольна; negative side:  мал | ньк | еньк | ален | мале | мален | леньк | алень | малень | аленьк | маленьк | лень |  мале |  мален |  малень
word_svd_2,word_svd,2,0.6342094588815337,0.005266094152094647,пришёл | не пришёл | товар не пришёл | пришёл деньги | не пришёл деньги | пришёл деньги вернули | пришёл деньги не | качество | заказ не пришёл | товар не | хорошее | доставка | очень | размер | пришёл продавец,0.376808 | 0.374312 | 0.316193 | 0.210716 | 0.210374 | 0.140492 | 0.085851 | 0.083774 | 0.059399 | 0.059174 | 0.046445 | 0.042457 | 0.040317 | 0.039948 | 0.036161,не пришел | пришел | товар не пришел | пришел деньги | не пришел деньги | пришел деньги вернули | заказ не пришел | так не пришел | пришел деньги не | так | заказ | так не | продавец | спор | не,-0.357340 | -0.357168 | -0.243120 | -0.167425 | -0.167043 | -0.108372 | -0.094219 | -0.067168 | -0.065171 | -0.065070 | -0.063175 | -0.060477 | -0.057098 | -0.052496 | -0.050436,positive side: пришёл | не пришёл | товар не пришёл | пришёл деньги | не пришёл деньги | пришёл деньги вернули | пришёл деньги не | качество | заказ не пришёл | товар не | хорошее | доставка | очень | размер | пришёл продавец; negative side: не пришел | пришел | товар не пришел | пришел деньги | не пришел деньги | пришел деньги вернули | заказ не пришел | так не пришел | пришел деньги не | так | заказ | так не | продавец | спор | не
word_svd_190,word_svd,190,0.6313973982421174,0.0006849309472354701,идеально | понравился | ждала | сожалению | меньше | оказался | не понравился | смотрится | большой | не пришло | уже | мал | взяла | продавца | месяцев,0.199544 | 0.182743 | 0.152911 | 0.136424 | 0.135287 | 0.105301 | 0.096372 | 0.096238 | 0.095669 | 0.094236 | 0.083711 | 0.083068 | 0.080731 | 0.080656 | 0.079312,заказывайте | см | красивая | не заказывайте | тонкий | ожидала | ужасный | свитер | отличный | где | месяца | очень тонкий | размера | вернули деньги | носки,-0.152874 | -0.134607 | -0.132646 | -0.131631 | -0.123428 | -0.120798 | -0.109179 | -0.102940 | -0.084824 | -0.082822 | -0.080389 | -0.078792 | -0.078150 | -0.074944 | -0.074865,positive side: идеально | понравился | ждала | сожалению | меньше | оказался | не понравился | смотрится | большой | не пришло | уже | мал | взяла | продавца | месяцев; negative side: заказывайте | см | красивая | не заказывайте | тонкий | ожидала | ужасный | свитер | отличный | где | месяца | очень тонкий | размера | вернули деньги | носки
char_svd_109,char_svd,109,0.6122190526849772,0.0019957231212462652,расст | асст | расс |  расст |  расс | сст | асстр | расстр | сстр | асстро | расстро | сстро |  расстр |  рас | асс,0.126155 | 0.126155 | 0.126103 | 0.124623 | 0.124611 | 0.124181 | 0.123627 | 0.123627 | 0.123627 | 0.123476 | 0.123476 | 0.123476 | 0.122075 | 0.116852 | 0.101251,пок | куп | авилась | авилас | вилас | вилась | равилас | нравила | равила | окуп | поку | покуп |  пок | авила | вила,-0.075467 | -0.073791 | -0.072955 | -0.072955 | -0.072915 | -0.072915 | -0.072887 | -0.072667 | -0.072639 | -0.070604 | -0.070560 | -0.070549 | -0.070504 | -0.070499 | -0.070410,positive side: расст | асст | расс |  расст |  расс | сст | асстр | расстр | сстр | асстро | расстро | сстро |  расстр |  рас | асс; negative side: пок | куп | авилась | авилас | вилас | вилась | равилас | нравила | равила | окуп | поку | покуп |  пок | авила | вила
word_svd_31,word_svd,31,0.6033363146166493,0.001952275071287182,короткие | рукава | долго | рукава короткие | размер не | пришло | за | очень долго | тонкая | не пришло | размер не соответствует | размер | короткие рукава | как | месяца,0.340286 | 0.299695 | 0.187587 | 0.157561 | 0.152077 | 0.131730 | 0.126829 | 0.122517 | 0.121067 | 0.118531 | 0.107243 | 0.106582 | 0.088818 | 0.077853 | 0.074165,платье | не очень | на | качество не | описанию | качество не очень | соответствует описанию | хорошо | пришла | 44 | понравилось | 46 | не соответствует описанию | не пришла | то,-0.317341 | -0.216843 | -0.163299 | -0.127131 | -0.126739 | -0.121681 | -0.120354 | -0.108108 | -0.106096 | -0.084849 | -0.081571 | -0.081349 | -0.068815 | -0.067813 | -0.064832,positive side: короткие | рукава | долго | рукава короткие | размер не | пришло | за | очень долго | тонкая | не пришло | размер не соответствует | размер | короткие рукава | как | месяца; negative side: платье | не очень | на | качество не | описанию | качество не очень | соответствует описанию | хорошо | пришла | 44 | понравилось | 46 | не соответствует описанию | не пришла | то
word_svd_17,word_svd,17,0.5878143531894116,0.0027011369360206215,деньги вернули | но | вернули | пришло | за | деньги | соответствует | описанию | соответствует описанию | пришёл деньги вернули | что | все | быстро | платье | но деньги вернули,0.352559 | 0.205502 | 0.166788 | 0.148112 | 0.129070 | 0.123215 | 0.119576 | 0.114349 | 0.113133 | 0.098603 | 0.090319 | 0.089653 | 0.088295 | 0.087910 | 0.086204,деньги не | нитки | деньги не вернули | не вернули | торчат | не | спасибо | размер | размеру | по размеру | торчат нитки | продавцу | по | спасибо продавцу | заказ,-0.216348 | -0.204079 | -0.200823 | -0.200239 | -0.200227 | -0.192470 | -0.187485 | -0.148851 | -0.108803 | -0.106204 | -0.104272 | -0.089925 | -0.089068 | -0.088770 | -0.087451,positive side: деньги вернули | но | вернули | пришло | за | деньги | соответствует | описанию | соответствует описанию | пришёл деньги вернули | что | все | быстро | платье | но деньги вернули; negative side: деньги не | нитки | деньги не вернули | не вернули | торчат | не | спасибо | размер | размеру | по размеру | торчат нитки | продавцу | по | спасибо продавцу | заказ
char_svd_14,char_svd,14,0.5538413410288253,0.0075371196838392605,менд | екоме | рекоме | реком | коме | екомен | рекомен | комен | оменд | менду | енду | коменд | екоменд | нду | енд,0.109430 | 0.109203 | 0.109199 | 0.109181 | 0.109146 | 0.109083 | 0.109079 | 0.109077 | 0.109063 | 0.109017 | 0.109017 | 0.108994 | 0.108987 | 0.108960 | 0.108946,товар | овар |  това |  тов |  товар | това | вар | тов | товар  | вар  | овар  | ар  |  товар  | ова | сибо,-0.077872 | -0.077802 | -0.077570 | -0.077536 | -0.077525 | -0.077474 | -0.076956 | -0.074672 | -0.072541 | -0.072536 | -0.072514 | -0.072230 | -0.072175 | -0.070210 | -0.059828,positive side: менд | екоме | рекоме | реком | коме | екомен | рекомен | комен | оменд | менду | енду | коменд | екоменд | нду | енд; negative side: товар | овар |  това |  тов |  товар | това | вар | тов | товар  | вар  | овар  | ар  |  товар  | ова | сибо
char_svd_12,char_svd,12,0.5318887014346816,0.008145953448968285,хор | хоро | орош | хорош | оро |  хор |  хоро |  хорош | рош |  хо | асиб | асибо | пасибо | пасиб | сибо,0.124309 | 0.124264 | 0.124263 | 0.124255 | 0.123946 | 0.123827 | 0.123781 | 0.123772 | 0.120860 | 0.112013 | 0.075364 | 0.075351 | 0.075340 | 0.075338 | 0.075312,чень | очень | очен | чен |  очен |  очень |  оче |  оч | чень  | очень  | ень  |  очень  | оче | ень | нь ,-0.100319 | -0.100293 | -0.099854 | -0.099630 | -0.098711 | -0.098664 | -0.098620 | -0.098236 | -0.097396 | -0.097369 | -0.096554 | -0.095654 | -0.093617 | -0.089853 | -0.089107,positive side: хор | хоро | орош | хорош | оро |  хор |  хоро |  хорош | рош |  хо | асиб | асибо | пасибо | пасиб | сибо; negative side: чень | очень | очен | чен |  очен |  очень |  оче |  оч | чень  | очень  | ень  |  очень  | оче | ень | нь 
word_svd_101,word_svd,101,0.509569459170841,0.0010743000796195764,подошел | вообще | не подошел | ни | размер подошел | вообще не | заказала | бы | размеру | юбка | мой | размер не подошел | на мой | даже | было,0.285170 | 0.180539 | 0.152344 | 0.147379 | 0.131732 | 0.118918 | 0.116086 | 0.111604 | 0.108606 | 0.103357 | 0.100480 | 0.098502 | 0.082611 | 0.080695 | 0.078849,всё | продавцом | подошёл | продавцом не | по | норм | общалась | не общалась | продавцом не общалась | ок | просто | качеству | по качеству | 48 | размер подошёл,-0.210631 | -0.200651 | -0.181446 | -0.178914 | -0.177236 | -0.173740 | -0.172434 | -0.169792 | -0.165167 | -0.117311 | -0.114333 | -0.096611 | -0.087725 | -0.085569 | -0.084934,positive side: подошел | вообще | не подошел | ни | размер подошел | вообще не | заказала | бы | размеру | юбка | мой | размер не подошел | на мой | даже | было; negative side: всё | продавцом | подошёл | продавцом не | по | норм | общалась | не общалась | продавцом не общалась | ок | просто | качеству | по качеству | 48 | размер подошёл
